strategy,ticker,entry_date,entry_price,initial_stop,risk_per_share,exit_date,exit_price,exit_reason,shares,position_size,pnl,pnl_pct,r_multiple,mae,mfe,holding_days,rs_rank_at_entry,signal_details
breakout,AMSC,2024-11-01,24.75,22.719999,2.030001,2024-11-14,31.678001,ma10_break,388,9603.0,2688.06,0.279919,3.412807,-0.093596,6.536944,13,95.0,"buy_stop=pivot_high_1_1:24.6900; entry=max(open,pivot)"
breakout,ADMA,2024-11-01,18.290001,16.09,2.200001,2024-11-14,20.525,ma10_break,527,9638.83,1177.84,0.122198,1.015908,-0.022728,2.431817,13,92.0,"buy_stop=pivot_high_1_1:17.0300; entry=max(open,pivot)"
breakout,ACFN,2024-11-04,14.2,12.75,1.45,2024-11-14,12.75,stop_loss,678,9627.6,-983.1,-0.102113,-1.0,-1.565517,2.537931,10,95.0,"buy_stop=pivot_high_1_1:11.3500; entry=max(open,pivot)"
breakout,ALAB,2024-11-05,86.349998,67.309998,19.040001,2024-11-14,89.096001,ma10_break,111,9584.85,304.81,0.031801,0.144223,-0.117647,0.721639,9,99.0,"buy_stop=pivot_high_1_1:74.0200; entry=max(open,pivot)"
breakout,ARBB,2024-11-06,10.965,7.395,3.57,2024-11-14,10.2795,ma10_break,889,9747.89,-609.41,-0.062517,-0.192017,-0.87395,1.634453,8,99.0,"buy_stop=pivot_high_1_1:8.8350; entry=max(open,pivot)"
breakout,ATEC,2024-11-06,8.8,7.87,0.93,2024-11-14,8.957,ma10_break,1109,9759.2,174.11,0.017841,0.168817,-0.129032,1.139784,8,94.0,"buy_stop=pivot_high_1_1:8.4200; entry=max(open,pivot)"
breakout,AEYE,2024-11-11,34.0,23.99,10.01,2024-11-14,26.543,ma10_break,299,10166.0,-2229.64,-0.219324,-0.744955,-0.884116,0.084915,3,95.0,"buy_stop=pivot_high_1_1:29.2500; entry=max(open,pivot)"
breakout,AKBA,2024-11-11,2.01,1.785,0.225,2024-11-14,1.8925,ma10_break,5064,10178.64,-595.02,-0.058458,-0.522222,-0.666666,0.044444,3,94.0,"buy_stop=pivot_high_1_1:2.0100; entry=max(open,pivot)"
breakout,ADPT,2024-11-11,6.0,5.6,0.4,2024-11-14,5.6,stop_loss,1698,10188.0,-679.2,-0.066667,-1.0,-1.174999,1.749999,3,93.0,"buy_stop=pivot_high_1_1:5.1000; entry=max(open,pivot)"
breakout,ACRS,2024-11-12,2.48,2.09,0.39,2024-11-14,2.364,ma10_break,4079,10115.92,-473.16,-0.046774,-0.297436,-0.76923,0.615384,2,98.0,"buy_stop=pivot_high_1_1:1.8700; entry=max(open,pivot)"
breakout,AREC,2024-11-12,1.07,0.975,0.095,2024-11-14,1.057,ma10_break,9512,10177.84,-123.66,-0.01215,-0.136843,-0.736842,2.105262,2,93.0,"buy_stop=pivot_high_1_1:1.0500; entry=max(open,pivot)"
breakout,ABTS,2024-11-12,0.62,0.57,0.05,2024-11-14,0.57,stop_loss,16422,10181.64,-821.1,-0.080645,-1.0,-2.18,4.599999,2,93.0,"buy_stop=pivot_high_1_1:0.6200; entry=max(open,pivot)"
breakout,ATYR,2024-11-13,3.68,3.265,0.415,2024-11-14,3.265,stop_loss,2759,10153.12,-1144.98,-0.112772,-1.0,-1.253012,0.289156,1,95.0,"buy_stop=pivot_high_1_1:3.6800; entry=max(open,pivot)"
breakout,AVTX,2024-11-13,13.31,12.1,1.21,2024-11-14,13.2495,ma10_break,763,10155.53,-46.16,-0.004545,-0.05,-0.619835,0.231405,1,91.0,"buy_stop=pivot_high_1_1:13.3100; entry=max(open,pivot)"
breakout,AMSC,2024-11-14,36.799999,35.18,1.619999,2024-11-14,35.18,same_day_stop_loss,272,10009.6,-440.64,-0.044022,-1.0,-4.19136,0.277778,0,93.0,"buy_stop=pivot_high_1_1:29.6000; entry=max(open,pivot)"
breakout,AREC,2024-11-14,1.27,1.11,0.16,2024-11-14,1.11,same_day_stop_loss,7884,10012.68,-1261.44,-0.125984,-1.0,-1.6875,0.0,0,92.0,"buy_stop=pivot_high_1_1:1.0500; entry=max(open,pivot)"
breakout,ATEC,2024-11-14,9.1,9.08,0.02,2024-11-14,9.08,same_day_stop_loss,1098,9991.8,-21.96,-0.002198,-1.0,-18.499619,4.999857,0,91.0,"buy_stop=pivot_high_1_1:8.4200; entry=max(open,pivot)"
breakout,ATOM,2024-10-30,3.86,3.32,0.54,2024-11-15,5.403,ma10_break,2511,9692.46,3874.47,0.399741,2.857408,-0.796296,6.018519,16,97.0,"buy_stop=pivot_high_1_1:3.8600; entry=max(open,pivot)"
breakout,ASB,2024-11-06,24.301279,22.142845,2.158433,2024-11-15,25.077555,ma10_break,402,9769.11,312.06,0.031944,0.359648,0.0,1.100876,9,91.0,"buy_stop=pivot_high_1_1:23.0138; entry=max(open,pivot)"
breakout,ALSN,2024-11-06,114.385932,103.474696,10.911236,2024-11-15,114.308204,ma10_break,85,9722.8,-6.61,-0.00068,-0.007124,-0.107304,0.460776,9,91.0,"buy_stop=pivot_high_1_1:107.5381; entry=max(open,pivot)"
breakout,AVAH,2024-11-07,5.18,4.62,0.56,2024-11-15,5.3935,ma10_break,1905,9867.9,406.72,0.041216,0.381251,-0.303571,1.803572,8,92.0,"buy_stop=pivot_high_1_1:5.0200; entry=max(open,pivot)"
breakout,AGIO,2024-11-07,51.66,47.799999,3.860001,2024-11-15,54.452,ma10_break,191,9867.06,533.27,0.054046,0.723316,-0.095855,2.829016,8,90.0,"buy_stop=pivot_high_1_1:47.2100; entry=max(open,pivot)"
breakout,ASTS,2024-11-11,24.360001,21.1,3.26,2024-11-15,24.1975,ma10_break,418,10182.48,-67.93,-0.006671,-0.049847,-0.87362,2.104294,4,92.0,"buy_stop=pivot_high_1_1:24.3600; entry=max(open,pivot)"
breakout,AIIO,2024-11-12,25.02,21.200001,3.82,2024-11-15,24.284,ma10_break,404,10108.08,-297.34,-0.029416,-0.19267,-0.371728,2.717278,3,97.0,"buy_stop=pivot_high_1_1:25.0200; entry=max(open,pivot)"
breakout,ALT,2024-11-12,8.05,6.92,1.13,2024-11-15,7.8695,ma10_break,1269,10215.45,-229.05,-0.022422,-0.159735,-0.526549,2.752212,3,91.0,"buy_stop=pivot_high_1_1:8.0500; entry=max(open,pivot)"
breakout,ACHR,2024-11-12,4.41,4.06,0.35,2024-11-15,4.06,stop_loss,2321,10235.61,-812.35,-0.079365,-1.0,-1.028571,1.285715,3,91.0,"buy_stop=pivot_high_1_1:3.3350; entry=max(open,pivot)"
breakout,ATRA,2024-11-13,12.46,11.104,1.356,2024-11-15,11.5795,ma10_break,813,10129.98,-715.85,-0.070666,-0.649336,-0.707965,1.821534,2,95.0,"buy_stop=pivot_high_1_1:12.4600; entry=max(open,pivot)"
breakout,AISP,2024-11-13,3.4,3.05,0.35,2024-11-15,3.05,stop_loss,2987,10155.8,-1045.45,-0.102941,-1.0,-2.285714,2.857142,2,93.0,"buy_stop=pivot_high_1_1:2.2500; entry=max(open,pivot)"
breakout,AVTX,2024-11-14,13.48,12.56,0.919999,2024-11-15,12.56,stop_loss,741,9988.68,-681.72,-0.068249,-1.0,-1.282609,0.119566,1,91.0,"buy_stop=pivot_high_1_1:13.3100; entry=max(open,pivot)"
breakout,ATOM,2024-11-15,6.0,5.83,0.17,2024-11-15,5.83,same_day_stop_loss,1640,9840.0,-278.8,-0.028333,-1.0,-3.764703,1.647059,0,98.0,"buy_stop=pivot_high_1_1:4.8500; entry=max(open,pivot)"
breakout,AGMH,2024-11-15,94.0,86.0,8.0,2024-11-15,86.0,same_day_stop_loss,104,9776.0,-832.0,-0.085106,-1.0,-1.0,0.0,0,96.0,"buy_stop=pivot_high_1_1:94.0000; entry=max(open,pivot)"
breakout,AMBR,2024-11-15,3.2,3.03,0.17,2024-11-15,3.03,same_day_stop_loss,3072,9830.4,-522.24,-0.053125,-1.0,-1.17647,1.588234,0,93.0,"buy_stop=pivot_high_1_1:3.2000; entry=max(open,pivot)"
breakout,AEC,2024-11-15,6.0,5.25,0.75,2024-11-15,5.25,same_day_stop_loss,1637,9822.0,-1227.75,-0.125,-1.0,-1.0,0.0,0,90.0,"buy_stop=pivot_high_1_1:5.2500; entry=max(open,pivot)"
breakout,ANY,2024-11-06,11.1,10.15,0.950001,2024-11-18,13.98,ma10_break,879,9756.9,2531.52,0.259459,3.031576,-0.315789,8.315782,12,93.0,"buy_stop=pivot_high_1_1:11.0000; entry=max(open,pivot)"
breakout,APO,2024-11-06,156.947751,142.522228,14.425523,2024-11-18,158.878664,ma10_break,62,9730.76,119.72,0.012303,0.133854,-0.139849,0.570948,12,93.0,"buy_stop=pivot_high_1_1:144.0010; entry=max(open,pivot)"
breakout,AX,2024-11-06,73.919998,65.370003,8.549995,2024-11-18,79.921001,ma10_break,132,9757.44,792.13,0.081182,0.701872,0.0,1.359065,12,92.0,"buy_stop=pivot_high_1_1:70.7500; entry=max(open,pivot)"
breakout,ACNB,2024-11-06,42.991247,40.56409,2.427158,2024-11-18,45.346735,ma10_break,227,9759.01,534.7,0.05479,0.970471,-0.393701,2.255904,12,90.0,"buy_stop=pivot_high_1_1:40.8985; entry=max(open,pivot)"
breakout,AIT,2024-11-06,256.529078,228.035748,28.49333,2024-11-18,263.241464,ma10_break,38,9748.1,255.07,0.026166,0.235577,-0.131415,0.600556,12,90.0,"buy_stop=pivot_high_1_1:235.9396; entry=max(open,pivot)"
breakout,API,2024-11-07,3.44,3.06,0.38,2024-11-18,4.139,ma10_break,2868,9865.92,2004.73,0.203198,1.839473,0.0,5.342103,11,94.0,"buy_stop=pivot_high_1_1:3.0700; entry=max(open,pivot)"
breakout,AUPH,2024-11-07,7.84,7.32,0.52,2024-11-18,8.111,ma10_break,1259,9870.56,341.19,0.034566,0.521154,-0.076923,1.730769,11,92.0,"buy_stop=pivot_high_1_1:7.5000; entry=max(open,pivot)"
breakout,AMPX,2024-11-08,1.69,1.23,0.46,2024-11-18,1.915,ma10_break,5990,10123.1,1347.75,0.133136,0.48913,-0.782609,2.23913,10,95.0,"buy_stop=pivot_high_1_1:1.6900; entry=max(open,pivot)"
breakout,ARQQ,2024-11-08,7.54,5.99,1.55,2024-11-18,7.805,ma10_break,1342,10118.68,355.63,0.035146,0.170968,-0.2,2.025806,10,94.0,"buy_stop=pivot_high_1_1:6.5000; entry=max(open,pivot)"
breakout,ANL,2024-11-08,2.64,2.36,0.28,2024-11-18,2.909,ma10_break,3836,10127.04,1031.88,0.101894,0.960713,-0.071429,4.464282,10,94.0,"buy_stop=pivot_high_1_1:2.6400; entry=max(open,pivot)"
breakout,AHT,2024-11-12,9.0,8.94,0.06,2024-11-18,8.94,stop_loss,1133,10197.0,-67.98,-0.006667,-1.0,-6.333291,49.832981,6,92.0,"buy_stop=pivot_high_1_1:7.4300; entry=max(open,pivot)"
breakout,ATEC,2024-11-18,8.42,8.2,0.22,2024-11-18,8.2,same_day_stop_loss,1169,9842.98,-257.18,-0.026128,-1.0,-1.090907,1.31818,0,91.0,"buy_stop=pivot_high_1_1:8.4200; entry=max(open,pivot)"
breakout,ALK,2024-11-01,48.639999,47.209999,1.43,2024-11-19,52.133,ma10_break,198,9630.72,691.61,0.071813,2.442657,-0.986014,3.755243,18,90.0,"buy_stop=pivot_high_1_1:47.4500; entry=max(open,pivot)"
breakout,ALGT,2024-11-04,64.82,61.939999,2.880001,2024-11-19,74.137001,ma10_break,148,9593.36,1378.92,0.143737,3.235069,-0.864582,4.64236,15,94.0,"buy_stop=pivot_high_1_1:64.8200; entry=max(open,pivot)"
breakout,ADTN,2024-11-08,7.8,6.19,1.61,2024-11-19,7.756,ma10_break,1296,10108.8,-57.02,-0.005641,-0.027329,-0.136646,0.304348,11,94.0,"buy_stop=pivot_high_1_1:6.4000; entry=max(open,pivot)"
breakout,AAON,2024-11-08,124.172415,117.843065,6.32935,2024-11-19,131.141641,ma10_break,81,10057.97,564.51,0.056125,1.101097,-0.309262,2.998429,11,93.0,"buy_stop=pivot_high_1_1:115.3789; entry=max(open,pivot)"
breakout,ALGS,2024-11-11,10.45,9.681,0.769,2024-11-19,15.813,ma10_break,973,10167.85,5218.2,0.513206,6.973992,-0.169051,18.708711,8,91.0,"buy_stop=pivot_high_1_1:10.4500; entry=max(open,pivot)"
breakout,AURE,2024-11-12,10.3,7.53,2.77,2024-11-19,10.23,ma10_break,987,10166.1,-69.09,-0.006796,-0.025271,-0.64982,0.794224,7,94.0,"buy_stop=pivot_high_1_1:9.9000; entry=max(open,pivot)"
breakout,AWX,2024-11-14,3.24,3.16,0.08,2024-11-19,3.16,stop_loss,3086,9998.64,-246.88,-0.024691,-1.0,-2.000003,1.5,5,90.0,"buy_stop=pivot_high_1_1:2.7200; entry=max(open,pivot)"
breakout,AMBR,2024-11-18,3.35,3.0,0.35,2024-11-19,3.2174,ma10_break,2934,9828.9,-389.05,-0.039582,-0.378857,-0.571428,0.485715,1,94.0,"buy_stop=pivot_high_1_1:3.2000; entry=max(open,pivot)"
breakout,ALGS,2024-11-19,20.59,17.85,2.74,2024-11-19,17.85,same_day_stop_loss,478,9842.02,-1309.72,-0.133074,-1.0,-2.167884,1.55,0,99.0,"buy_stop=pivot_high_1_1:20.5900; entry=max(open,pivot)"
breakout,ATAI,2024-11-19,1.66,1.54,0.12,2024-11-19,1.54,same_day_stop_loss,5943,9865.38,-713.16,-0.072289,-1.0,-1.083333,1.458334,0,93.0,"buy_stop=pivot_high_1_1:1.6510; entry=max(open,pivot)"
breakout,AS,2024-11-19,20.68,19.440001,1.24,2024-11-19,19.440001,same_day_stop_loss,476,9843.68,-590.24,-0.059961,-1.0,-1.709678,0.177419,0,90.0,"buy_stop=pivot_high_1_1:20.6800; entry=max(open,pivot)"
breakout,AMTX,2024-11-12,3.73,3.35,0.38,2024-11-20,3.82,ma10_break,2719,10141.87,244.71,0.024129,0.236842,-0.605263,2.631578,8,96.0,"buy_stop=pivot_high_1_1:3.1800; entry=max(open,pivot)"
breakout,ADUR,2024-11-13,5.5,4.7,0.8,2024-11-20,5.4158,ma10_break,1845,10147.5,-155.35,-0.015309,-0.10525,-0.125,1.875,7,94.0,"buy_stop=pivot_high_1_1:4.7900; entry=max(open,pivot)"
breakout,ALAB,2024-11-19,94.050003,86.669998,7.380005,2024-11-20,92.400999,ma10_break,104,9781.2,-171.5,-0.017533,-0.223442,-0.528455,0.642276,1,97.0,"buy_stop=pivot_high_1_1:94.0500; entry=max(open,pivot)"
breakout,AREC,2024-11-19,1.05,0.908,0.142,2024-11-20,1.0544,ma10_break,9389,9858.45,41.31,0.004191,0.030986,-0.352112,0.704226,1,95.0,"buy_stop=pivot_high_1_1:1.0500; entry=max(open,pivot)"
breakout,APO,2024-11-19,163.215514,158.45381,4.761704,2024-11-20,158.45381,stop_loss,60,9792.93,-285.7,-0.029174,-1.0,-1.092812,0.610828,1,90.0,"buy_stop=pivot_high_1_1:163.2155; entry=max(open,pivot)"
breakout,AEC,2024-11-20,6.75,6.0,0.75,2024-11-20,6.0,same_day_stop_loss,1456,9828.0,-1092.0,-0.111111,-1.0,-1.0,0.0,0,94.0,"buy_stop=pivot_high_1_1:6.7500; entry=max(open,pivot)"
breakout,APLM,2024-11-18,18.4,8.0,10.4,2024-11-21,12.76,ma10_break,534,9825.6,-3011.76,-0.306522,-0.542308,-0.846154,1.692308,3,94.0,"buy_stop=pivot_high_1_1:13.0000; entry=max(open,pivot)"
breakout,AREC,2024-11-20,1.15,1.0,0.15,2024-11-21,1.0594,ma10_break,8540,9821.0,-773.72,-0.078783,-0.604,-0.866667,0.0,1,92.0,"buy_stop=pivot_high_1_1:1.0500; entry=max(open,pivot)"
breakout,AEC,2024-11-21,6.75,6.0,0.75,2024-11-21,6.0,same_day_stop_loss,1466,9895.5,-1099.5,-0.111111,-1.0,-1.0,0.0,0,92.0,"buy_stop=pivot_high_1_1:6.7500; entry=max(open,pivot)"
breakout,AMSC,2024-11-21,32.380001,30.4,1.980001,2024-11-22,33.299,ma10_break,305,9875.9,280.29,0.028382,0.464141,-0.393939,1.368685,1,94.0,"buy_stop=pivot_high_1_1:32.3800; entry=max(open,pivot)"
breakout,AAON,2024-11-21,134.764384,127.918342,6.846041,2024-11-22,133.868124,ma10_break,73,9837.8,-65.43,-0.006651,-0.130916,-0.448479,0.309139,1,92.0,"buy_stop=pivot_high_1_1:134.7644; entry=max(open,pivot)"
breakout,ATRC,2024-11-21,36.380001,35.25,1.130001,2024-11-22,35.25,stop_loss,271,9858.98,-306.23,-0.031061,-1.0,-1.283185,0.061947,1,90.0,"buy_stop=pivot_high_1_1:36.3800; entry=max(open,pivot)"
breakout,AREC,2024-11-21,1.07,1.02,0.05,2024-11-22,1.0774,ma10_break,9243,9890.01,68.4,0.006916,0.147999,-0.600001,2.599996,1,90.0,"buy_stop=pivot_high_1_1:1.0500; entry=max(open,pivot)"
breakout,ATEC,2024-11-19,8.52,8.18,0.34,2024-11-25,9.328,ma10_break,1155,9840.6,933.24,0.094836,2.376468,-0.205884,5.529407,6,96.0,"buy_stop=pivot_high_1_1:8.4200; entry=max(open,pivot)"
breakout,AMTX,2024-11-21,4.13,3.76,0.37,2024-11-25,4.0485,ma10_break,2397,9899.61,-195.36,-0.019734,-0.22027,-0.689189,0.513513,4,94.0,"buy_stop=pivot_high_1_1:4.1300; entry=max(open,pivot)"
breakout,ASPI,2024-11-22,8.15,6.87,1.28,2024-11-25,7.705,ma10_break,1226,9991.9,-545.57,-0.054601,-0.347656,-0.8125,0.257812,3,99.0,"buy_stop=pivot_high_1_1:8.1500; entry=max(open,pivot)"
breakout,AIIO,2024-11-22,26.0,22.82,3.18,2024-11-25,22.82,stop_loss,384,9984.0,-1221.12,-0.122308,-1.0,-2.138364,1.257862,3,98.0,"buy_stop=pivot_high_1_1:26.0000; entry=max(open,pivot)"
breakout,AEC,2024-11-22,6.75,6.0,0.75,2024-11-25,6.0,stop_loss,1486,10030.5,-1114.5,-0.111111,-1.0,-1.0,0.0,3,91.0,"buy_stop=pivot_high_1_1:6.7500; entry=max(open,pivot)"
breakout,ASPI,2024-11-25,8.4,7.35,1.05,2024-11-25,7.35,same_day_stop_loss,1212,10180.8,-1272.6,-0.125,-1.0,-1.228571,0.07619,0,98.0,"buy_stop=pivot_high_1_1:8.1500; entry=max(open,pivot)"
breakout,ATEC,2024-11-25,10.16,9.97,0.19,2024-11-25,9.97,same_day_stop_loss,1000,10160.0,-190.0,-0.018701,-1.0,-4.421063,0.0,0,94.0,"buy_stop=pivot_high_1_1:8.4200; entry=max(open,pivot)"
breakout,API,2024-11-21,4.74,4.16,0.58,2024-11-26,4.385,ma10_break,2088,9897.12,-741.24,-0.074894,-0.612069,-0.810345,0.586207,5,98.0,"buy_stop=pivot_high_1_1:4.7400; entry=max(open,pivot)"
breakout,ABTS,2024-11-21,0.63,0.6,0.03,2024-11-26,0.6,stop_loss,15701,9891.63,-471.03,-0.047619,-1.0,-1.0,1.666669,5,90.0,"buy_stop=pivot_high_1_1:0.6100; entry=max(open,pivot)"
breakout,AMPX,2024-11-25,2.13,1.91,0.22,2024-11-26,2.056,ma10_break,4774,10168.62,-353.28,-0.034742,-0.336364,-0.886364,0.3,1,96.0,"buy_stop=pivot_high_1_1:2.1300; entry=max(open,pivot)"
breakout,AMTX,2024-11-25,4.22,4.005,0.215,2024-11-26,4.005,stop_loss,2407,10157.54,-517.5,-0.050948,-1.0,-1.697676,0.465119,1,93.0,"buy_stop=pivot_high_1_1:4.2200; entry=max(open,pivot)"
breakout,API,2024-11-26,4.79,4.42,0.37,2024-11-26,4.42,same_day_stop_loss,2096,10039.84,-775.52,-0.077244,-1.0,-1.405406,0.567568,0,97.0,"buy_stop=pivot_high_1_1:4.7900; entry=max(open,pivot)"
breakout,ASPI,2024-11-26,8.15,7.11,1.039999,2024-11-26,7.11,same_day_stop_loss,1231,10032.65,-1280.24,-0.127607,-1.0,-2.769232,0.192309,0,96.0,"buy_stop=pivot_high_1_1:8.1500; entry=max(open,pivot)"
breakout,AMPX,2024-11-26,2.18,1.96,0.22,2024-11-26,1.96,same_day_stop_loss,4598,10023.64,-1011.56,-0.100917,-1.0,-1.113637,0.072727,0,95.0,"buy_stop=pivot_high_1_1:2.1300; entry=max(open,pivot)"
breakout,APEI,2024-11-26,20.280001,19.799999,0.480001,2024-11-26,19.799999,same_day_stop_loss,493,9998.04,-236.64,-0.023669,-1.0,-1.562495,0.916661,0,90.0,"buy_stop=pivot_high_1_1:19.5100; entry=max(open,pivot)"
breakout,APP,2024-11-06,175.229996,160.520004,14.709991,2024-11-27,314.945996,ma10_break,55,9637.65,7684.38,0.797329,9.498034,-0.561523,11.525499,21,97.0,"buy_stop=pivot_high_1_1:174.4600; entry=max(open,pivot)"
breakout,AREN,2024-11-15,1.91,0.56,1.35,2024-11-27,1.463,ma10_break,5157,9849.87,-2305.18,-0.234031,-0.331111,-0.503704,0.2,12,99.0,"buy_stop=pivot_high_1_1:0.6500; entry=max(open,pivot)"
breakout,ARQ,2024-11-19,7.65,6.91,0.74,2024-11-27,7.488,ma10_break,1288,9853.2,-208.66,-0.021176,-0.218919,-0.391892,0.621621,8,93.0,"buy_stop=pivot_high_1_1:7.2100; entry=max(open,pivot)"
breakout,ALAB,2024-11-20,94.788002,90.150002,4.638,2024-11-27,97.670999,ma10_break,103,9763.16,296.95,0.030415,0.621603,-0.564468,4.10996,7,97.0,"buy_stop=pivot_high_1_1:94.0500; entry=max(open,pivot)"
breakout,AMSC,2024-11-22,34.299999,31.6,2.699999,2024-11-27,32.413,ma10_break,291,9981.3,-549.12,-0.055015,-0.698889,-0.951852,1.029631,5,94.0,"buy_stop=pivot_high_1_1:32.3800; entry=max(open,pivot)"
breakout,ATOM,2024-11-25,5.99,5.52,0.47,2024-11-27,5.8445,ma10_break,1697,10165.03,-246.91,-0.02429,-0.309574,-0.723404,1.574469,2,98.0,"buy_stop=pivot_high_1_1:5.9900; entry=max(open,pivot)"
breakout,AGX,2024-11-25,161.364519,153.350728,8.013791,2024-11-27,153.350728,stop_loss,63,10165.96,-504.87,-0.049663,-1.0,-1.145681,0.275309,2,94.0,"buy_stop=pivot_high_1_1:161.0479; entry=max(open,pivot)"
breakout,AGMH,2024-11-26,93.5,87.0,6.5,2024-11-27,88.7,ma10_break,107,10004.5,-513.6,-0.051337,-0.738462,-0.923077,0.538462,1,91.0,"buy_stop=pivot_high_1_1:93.5000; entry=max(open,pivot)"
breakout,AGX,2024-11-27,162.254937,154.142207,8.11273,2024-11-27,154.142207,same_day_stop_loss,62,10059.81,-502.99,-0.05,-1.0,-1.241465,0.162196,0,95.0,"buy_stop=pivot_high_1_1:162.2549; entry=max(open,pivot)"
breakout,ADMA,2024-11-25,21.700001,20.879999,0.820002,2024-11-29,20.879999,stop_loss,468,10155.6,-383.76,-0.037788,-1.0,-2.451215,0.59756,4,92.0,"buy_stop=pivot_high_1_1:21.7000; entry=max(open,pivot)"
breakout,AX,2024-11-25,85.940002,82.349998,3.590004,2024-11-29,82.349998,stop_loss,118,10140.92,-423.62,-0.041773,-1.0,-1.061282,0.701948,4,90.0,"buy_stop=pivot_high_1_1:85.5400; entry=max(open,pivot)"
breakout,AVPT,2024-11-11,15.0,14.06,0.94,2024-12-02,17.64,ma10_break,678,10170.0,1789.92,0.176,2.808512,-0.031915,3.989363,21,91.0,"buy_stop=pivot_high_1_1:12.5800; entry=max(open,pivot)"
breakout,ATGL,2024-11-18,10.36,8.79,1.57,2024-12-02,14.021,ma10_break,944,9779.84,3455.98,0.353378,2.331848,-0.547771,4.732486,14,99.0,"buy_stop=pivot_high_1_1:10.3600; entry=max(open,pivot)"
breakout,ACRS,2024-11-18,2.72,2.03,0.69,2024-12-02,3.928,ma10_break,3609,9816.48,4359.67,0.444118,1.750725,-0.623188,3.550724,14,99.0,"buy_stop=pivot_high_1_1:2.7200; entry=max(open,pivot)"
breakout,AUR,2024-11-18,5.805,4.95,0.855,2024-12-02,6.235,ma10_break,1695,9839.47,728.85,0.074074,0.502924,-0.660819,1.152047,14,92.0,"buy_stop=pivot_high_1_1:5.8050; entry=max(open,pivot)"
breakout,AHR,2024-11-19,26.66351,25.952995,0.710515,2024-12-02,27.537251,ma10_break,369,9838.84,322.41,0.032769,1.229728,-0.770271,2.999998,13,90.0,"buy_stop=pivot_high_1_1:26.6635; entry=max(open,pivot)"
breakout,AENT,2024-11-21,4.64,4.04,0.6,2024-12-02,4.675,ma10_break,2132,9892.48,74.62,0.007543,0.058334,-0.7,1.016667,11,97.0,"buy_stop=pivot_high_1_1:4.5600; entry=max(open,pivot)"
breakout,AIOT,2024-11-21,6.57,5.85,0.72,2024-12-02,6.87,ma10_break,1505,9887.85,451.5,0.045662,0.416666,-0.291667,1.125,11,91.0,"buy_stop=pivot_high_1_1:6.5700; entry=max(open,pivot)"
breakout,ADTN,2024-11-22,8.29,7.78,0.51,2024-12-02,8.295,ma10_break,1207,10006.03,6.04,0.000603,0.009804,-0.254902,1.490197,10,94.0,"buy_stop=pivot_high_1_1:8.2900; entry=max(open,pivot)"
breakout,AUST,2024-11-22,1.96,1.73,0.23,2024-12-02,1.934,ma10_break,5115,10025.4,-132.99,-0.013265,-0.113044,-0.630435,0.826087,10,92.0,"buy_stop=pivot_high_1_1:1.9600; entry=max(open,pivot)"
breakout,AAON,2024-11-22,135.271109,131.694079,3.577029,2024-12-02,131.694079,stop_loss,74,10010.06,-264.7,-0.026443,-1.0,-1.11175,1.683335,10,92.0,"buy_stop=pivot_high_1_1:134.7644; entry=max(open,pivot)"
breakout,AVPT,2024-12-02,17.66,17.629999,0.030001,2024-12-02,17.629999,same_day_stop_loss,567,10013.22,-17.01,-0.001699,-1.0,-2.666603,14.666349,0,94.0,"buy_stop=pivot_high_1_1:16.5000; entry=max(open,pivot)"
breakout,ATRA,2024-12-02,12.96,11.925,1.035,2024-12-02,11.925,same_day_stop_loss,773,10018.08,-800.05,-0.079861,-1.0,-1.285024,0.270531,0,93.0,"buy_stop=pivot_high_1_1:12.9600; entry=max(open,pivot)"
breakout,AUR,2024-12-02,6.715,6.395,0.32,2024-12-02,6.395,same_day_stop_loss,1492,10018.78,-477.44,-0.047655,-1.0,-2.046875,0.234374,0,90.0,"buy_stop=pivot_high_1_1:6.7150; entry=max(open,pivot)"
breakout,APLD,2024-11-18,7.85,6.9,0.95,2024-12-03,9.629,ma10_break,1254,9843.9,2230.87,0.226624,1.872632,-0.489473,3.252632,15,90.0,"buy_stop=pivot_high_1_1:7.8500; entry=max(open,pivot)"
breakout,ACHR,2024-11-19,4.86,4.05,0.81,2024-12-03,6.841,ma10_break,2024,9836.64,4009.54,0.407613,2.445679,-0.655556,6.148149,14,97.0,"buy_stop=pivot_high_1_1:4.8600; entry=max(open,pivot)"
breakout,AMBR,2024-11-20,3.38,3.15,0.23,2024-12-03,5.1865,ma10_break,2905,9818.9,5247.88,0.534467,7.854347,0.0,19.826085,13,95.0,"buy_stop=pivot_high_1_1:3.2000; entry=max(open,pivot)"
breakout,AS,2024-11-20,21.280001,18.559999,2.720001,2024-12-03,24.479,ma10_break,461,9810.08,1474.74,0.150329,1.176102,-0.316177,2.047793,13,93.0,"buy_stop=pivot_high_1_1:20.6800; entry=max(open,pivot)"
breakout,AI,2024-11-20,32.82,27.299999,5.52,2024-12-03,35.846,ma10_break,299,9813.18,904.77,0.0922,0.548188,-0.34058,1.278986,13,91.0,"buy_stop=pivot_high_1_1:28.6300; entry=max(open,pivot)"
breakout,AMLX,2024-11-25,5.42,5.152,0.268,2024-12-03,5.42,ma10_break,1876,10167.92,-0.0,-0.0,-1e-06,-0.764925,1.604476,8,96.0,"buy_stop=pivot_high_1_1:5.4160; entry=max(open,pivot)"
